GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
,278818.700,1,1,,,15,,,-37.8626780711,144.7422305040,18.8534,0.38,276.524,,0.06,-3.7,4.5,152.1,,,0.17,0.28,,,,,,
2085,278818.800,1,0,,30,15,2019-12-25,05:26:40.799,-37.8626787081,144.7422375093,19.0720,0.03,184.764,,-0.03,,,,1.4,0.7,1.08,2.28,,,,100,0.619,0.656
,278818.800,1,1,,,15,,,-37.8626780775,144.7422304879,18.8619,0.39,275.875,,0.06,-3.7,4.5,152.1,,,0.17,0.28,,,,0,0.620,0.655
2085,278818.900,1,0,,,15,2019-12-25,05:26:40.899,-37.8626787286,144.7422375166,19.0719,0.03,340.710,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.621,0.656
,278818.900,1,1,,,15,,,-37.8626780672,144.7422304728,18.8708,0.39,275.262,,0.05,-3.8,4.5,152.1,,,0.17,0.28,,,,0,0.623,0.654
2085,278819.000,1,0,,,15,2019-12-25,05:26:40.999,-37.8626787650,144.7422375382,19.0688,0.02,189.462,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.625,0.656
,278819.000,1,1,,,15,,,-37.8626780782,144.7422304586,18.8786,0.38,275.802,,0.06,-3.7,4.5,152.1,,,0.17,0.28,,,,0,0.626,0.654
2085,278819.100,1,0,,,15,2019-12-25,05:26:41.099,-37.8626787986,144.7422375531,19.0670,0.01,245.225,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.628,0.656
,278819.100,1,1,,,15,,,-37.8626780853,144.7422304425,18.8871,0.38,275.167,,0.06,-3.8,4.5,152.1,,,0.17,0.28,,,,0,0.629,0.654
2085,278819.200,1,0,,,15,2019-12-25,05:26:41.199,-37.8626788225,144.7422376061,19.0645,0.02,51.843,,0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.634,0.659
,278819.200,1,1,,24,15,,,-37.8626780846,144.7422304433,18.8951,0.38,274.574,,0.06,-3.7,4.5,152.1,,,0.17,0.28,,,,0,0.634,0.656
2085,278819.300,1,0,,,15,2019-12-25,05:26:41.299,-37.8626788614,144.7422376428,19.0578,0.01,153.435,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.638,0.658
,278819.300,1,1,,,15,,,-37.8626780945,144.7422304356,18.9026,0.38,274.917,,0.06,-3.7,4.4,152.1,,,0.17,0.28,,,,0,0.638,0.657
2085,278819.400,1,0,,,15,2019-12-25,05:26:41.399,-37.8626789120,144.7422377064,19.0474,0.03,128.290,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.645,0.661
,278819.400,1,1,,,15,,,-37.8626781096,144.7422304456,18.9101,0.38,274.293,,0.06,-3.8,4.5,152.1,,,0.17,0.28,,,,0,0.644,0.658
2085,278819.500,1,0,,,15,2019-12-25,05:26:41.499,-37.8626789440,144.7422377396,19.0363,0.02,225.000,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.647,0.659
,278819.500,1,1,,,15,,,-37.8626781203,144.7422304399,18.9169,0.37,274.185,,0.06,-3.7,4.4,152.1,,,0.17,0.28,,,,0,0.647,0.658
2085,278819.600,1,0,,,15,2019-12-25,05:26:41.599,-37.8626789614,144.7422377688,19.0282,0.04,330.255,,0.03,,,,,,1.08,2.28,,,,100,0.650,0.660
,278819.600,1,1,,,15,,,-37.8626781243,144.7422304323,18.9243,0.37,274.530,,0.06,-3.8,4.4,152.1,1.4,0.7,0.17,0.28,,,,0,0.651,0.659
2085,278819.700,1,0,,,15,2019-12-25,05:26:41.699,-37.8626790072,144.7422378163,19.0147,0.01,158.962,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.656,0.662
,278819.700,1,1,,30,15,,,-37.8626781406,144.7422304382,18.9312,0.37,273.567,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.655,0.660
2085,278819.800,1,0,,,15,2019-12-25,05:26:41.799,-37.8626790336,144.7422378485,19.0038,0.01,0.000,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.658,0.662
,278819.800,1,1,,,15,,,-37.8626781512,144.7422304379,18.9377,0.37,273.449,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.658,0.661
2085,278819.900,1,0,,,15,2019-12-25,05:26:41.899,-37.8626790673,144.7422378661,18.9904,0.01,254.055,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.660,0.662
,278819.900,1,1,,,15,,,-37.8626781672,144.7422304346,18.9438,0.37,273.635,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.660,0.662
2085,278820.000,1,0,,,15,2019-12-25,05:26:41.999,-37.8626791048,144.7422379169,18.9748,0.02,77.005,,-0.01,,,,1.4,0.7,1.08,2.28,,,,100,0.665,0.666
,278820.000,1,1,,,15,,,-37.8626781793,144.7422304486,18.9497,0.37,272.996,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.664,0.664
2085,278820.100,1,0,,,15,2019-12-25,05:26:42.099,-37.8626791462,144.7422379502,18.9605,0.01,116.565,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.667,0.667
,278820.100,1,1,,,15,,,-37.8626781961,144.7422304558,18.9551,0.36,273.030,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.666,0.666
2085,278820.200,1,0,,,15,2019-12-25,05:26:42.199,-37.8626791804,144.7422379569,18.9498,0.02,201.801,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,0.668,0.668
,278820.200,1,1,,24,15,,,-37.8626782210,144.7422304579,18.9605,0.36,273.038,,0.06,-3.8,4.4,152.1,,,0.17,0.28,,,,0,0.667,0.667
2085,278820.300,1,0,,,15,2019-12-25,05:26:42.299,-37.8626792084,144.7422379839,18.9349,0.04,101.310,,-0.03,,,,1.4,0.7,1.08,2.28,,,,100,0.670,0.670
,278820.300,1,1,,,15,,,-37.8626782396,144.7422304824,18.9652,0.36,272.399,,0.06,-3.8,4.4,152.2,,,0.17,0.28,,,,0,0.667,0.668
2085,278820.400,1,0,,,15,2019-12-25,05:26:42.399,-37.8626792164,144.7422379467,18.9292,0.04,279.462,,0.04,,,,1.4,0.7,1.08,2.28,,,,100,0.664,0.665
,278820.400,1,1,,,15,,,-37.8626782560,144.7422304759,18.9706,0.36,272.420,,0.06,-3.8,4.4,152.2,,,0.17,0.28,,,,0,0.664,0.666
2085,278820.500,1,0,,,15,2019-12-25,05:26:42.499,-37.8626792361,144.7422379432,18.9159,0.03,61.390,,-0.02,,,,1.4,0.7,1.08,2.28,,,,100,0.665,0.667
,278820.500,1,1,,,15,,,-37.8626782716,144.7422304893,18.9750,0.36,272.426,,0.06,-3.8,4.4,152.2,,,0.17,0.28,,,,0,0.663,0.666
2085,278820.600,1,0,,,15,2019-12-25,05:26:42.599,-37.8626792785,144.7422379164,18.9008,0.02,251.565,,-0.02,,,,,,1.08,2.28,,,,100,0.662,0.666
,278820.600,1,1,,,15,,,-37.8626782905,144.7422304931,18.9794,0.36,271.780,,0.06,-3.8,4.4,152.2,1.4,0.7,0.17,0.28,,,,0,0.661,0.666
,278822.600,,,,,,,,,,,,,,,-3.8,4.4,152.3,,,,,,,,2000,,
2085,278822.700,1,0,,,15,2019-12-25,05:26:44.699,-37.8626789943,144.7422369917,18.9713,0.04,345.964,,0.04,,,,,,1.08,2.29,,,,100,,
,278822.700,1,1,,30,15,,,-37.8626787518,144.7422304057,19.0530,0.33,268.419,,0.06,-3.8,4.4,152.3,1.4,0.7,0.17,0.28,,,,0,0.579,0.585
2085,278822.800,1,0,,,15,2019-12-25,05:26:44.799,-37.8626789218,144.7422369328,18.9842,0.01,299.055,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.573,0.577
,278822.800,1,1,,,15,,,-37.8626787567,144.7422303805,19.0577,0.33,267.737,,0.05,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.576,0.580
2085,278822.900,1,0,,,15,2019-12-25,05:26:44.899,-37.8626788609,144.7422369097,18.9928,0.02,111.801,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.573,0.577
,278822.900,1,1,,,15,,,-37.8626787665,144.7422303633,19.0616,0.33,267.374,,0.05,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.575,0.579
2085,278823.000,1,0,,,15,2019-12-25,05:26:44.999,-37.8626788063,144.7422368829,19.0000,0.01,41.186,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.572,0.576
,278823.000,1,1,,,15,,,-37.8626787712,144.7422303553,19.0657,0.33,268.056,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.573,0.577
2085,278823.100,1,0,,,15,2019-12-25,05:26:45.099,-37.8626787692,144.7422368479,19.0064,0.01,251.565,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.570,0.573
,278823.100,1,1,,,15,,,-37.8626787759,144.7422303447,19.0706,0.33,267.533,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.571,0.574
2085,278823.200,1,0,,,15,2019-12-25,05:26:45.199,-37.8626787389,144.7422368290,19.0090,0.02,141.340,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.569,0.573
,278823.200,1,1,,25,15,,,-37.8626787825,144.7422303369,19.0746,0.33,267.155,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.570,0.574
2085,278823.300,1,0,,,15,2019-12-25,05:26:45.299,-37.8626787202,144.7422367954,19.0135,0.02,228.013,,0.01,,,,,,1.08,2.29,,,,100,0.567,0.570
,278823.300,1,1,,,15,,,-37.8626787925,144.7422303208,19.0787,0.32,267.659,,0.06,-3.8,4.4,152.3,1.4,0.7,0.17,0.28,,,,0,0.568,0.572
2085,278823.400,1,0,,,15,2019-12-25,05:26:45.399,-37.8626786895,144.7422367787,19.0158,0.02,320.711,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.567,0.571
,278823.400,1,1,,,15,,,-37.8626787900,144.7422303087,19.0833,0.33,267.325,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.568,0.572
2085,278823.500,1,0,,,15,2019-12-25,05:26:45.499,-37.8626786776,144.7422367952,19.0217,0.02,83.991,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.570,0.573
,278823.500,1,1,,,15,,,-37.8626787925,144.7422303118,19.0876,0.33,266.781,,0.05,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.569,0.573
2085,278823.600,1,0,,,15,2019-12-25,05:26:45.599,-37.8626786625,144.7422367784,19.0318,0.06,255.964,,0.06,,,,1.4,0.7,1.08,2.29,,,,100,0.568,0.571
,278823.600,1,1,,,15,,,-37.8626787995,144.7422302932,19.0925,0.32,267.282,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.570,0.573
2085,278823.700,1,0,,,15,2019-12-25,05:26:45.699,-37.8626786489,144.7422367987,19.0310,0.04,59.036,,-0.04,,,,,,1.08,2.29,,,,100,0.571,0.575
,278823.700,1,1,,31,15,,,-37.8626788007,144.7422302919,19.0966,0.32,267.092,,0.06,-3.8,4.4,152.3,1.4,0.7,0.17,0.28,,,,0,0.571,0.575
2085,278823.800,1,0,,,15,2019-12-25,05:26:45.799,-37.8626786579,144.7422368338,19.0302,0.00,116.565,,-0.00,,,,,,1.08,2.29,,,,100,0.575,0.578
,278823.800,1,1,,,15,,,-37.8626788041,144.7422302911,19.1010,0.32,266.730,,0.05,-3.8,4.4,152.3,1.4,0.7,0.17,0.28,,,,0,0.575,0.579
2085,278823.900,1,0,,,15,2019-12-25,05:26:45.899,-37.8626786724,144.7422368700,19.0282,0.01,315.000,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.578,0.582
,278823.900,1,1,,,15,,,-37.8626788062,144.7422302856,19.1047,0.32,266.871,,0.06,-3.8,4.4,152.3,,,0.17,0.28,,,,0,0.578,0.583
2085,278824.000,1,0,,,15,2019-12-25,05:26:45.999,-37.8626786931,144.7422369208,19.0215,0.00,56.310,,0.00,,,,,,1.08,2.29,,,,100,0.583,0.589
,278824.000,1,1,,,15,,,-37.8626788097,144.7422302879,19.1087,0.32,267.036,,0.06,-3.8,4.3,152.4,1.4,0.7,0.17,0.28,,,,0,0.582,0.589
2085,278824.100,1,0,,,15,2019-12-25,05:26:46.099,-37.8626787179,144.7422369789,19.0165,0.03,126.384,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.587,0.595
,278824.100,1,1,,,15,,,-37.8626788207,144.7422303030,19.1126,0.31,266.481,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.586,0.594
2085,278824.200,1,0,,,15,2019-12-25,05:26:46.199,-37.8626787241,144.7422370069,19.0165,0.01,281.310,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.589,0.596
,278824.200,1,1,,25,15,,,-37.8626788248,144.7422302998,19.1163,0.31,266.112,,0.05,-3.8,4.3,152.4,,,0.17,0.28,,,,0,0.589,0.597
2085,278824.300,1,0,,,15,2019-12-25,05:26:46.299,-37.8626787191,144.7422370462,19.0155,0.01,351.870,,-0.00,,,,,,1.08,2.29,,,,100,0.592,0.601
,278824.300,1,1,,,15,,,-37.8626788278,144.7422303023,19.1198,0.31,266.634,,0.06,-3.8,4.3,152.4,1.4,0.7,0.17,0.28,,,,0,0.592,0.601
2085,278824.400,1,0,,,15,2019-12-25,05:26:46.399,-37.8626786959,144.7422370783,19.0160,0.03,4.764,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.595,0.604
,278824.400,1,1,,,15,,,-37.8626788266,144.7422303092,19.1234,0.31,266.799,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.594,0.604
2085,278824.500,1,0,,,15,2019-12-25,05:26:46.499,-37.8626787074,144.7422371166,19.0197,0.03,209.055,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.598,0.607
,278824.500,1,1,,,15,,,-37.8626788349,144.7422303161,19.1277,0.31,266.061,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.597,0.607
2085,278824.600,1,0,,,15,2019-12-25,05:26:46.599,-37.8626787013,144.7422371768,19.0209,0.02,24.444,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.602,0.612
,278824.600,1,1,,,15,,,-37.8626788340,144.7422303299,19.1315,0.31,266.199,,0.06,-3.8,4.3,152.4,,,0.17,0.28,,,,0,0.601,0.611
2085,278824.700,1,0,,,15,2019-12-25,05:26:46.699,-37.8626787094,144.7422372272,19.0144,0.03,248.199,,-0.03,,,,,,1.08,2.29,,,,100,0.606,0.617
,278824.700,1,1,,31,15,,,-37.8626788405,144.7422303392,19.1345,0.30,266.543,,0.06,-3.9,4.3,152.4,1.4,0.7,0.17,0.28,,,,0,0.605,0.617
2085,278824.800,1,0,,,15,2019-12-25,05:26:46.799,-37.8626787112,144.7422372939,19.0107,0.01,90.000,,0.01,,,,,,1.08,2.29,,,,100,0.611,0.623
,278824.800,1,1,,,15,,,-37.8626788448,144.7422303564,19.1383,0.30,266.160,,0.06,-3.9,4.3,152.4,1.4,0.7,0.17,0.28,,,,0,0.609,0.622
2085,278824.900,1,0,,,15,2019-12-25,05:26:46.899,-37.8626787125,144.7422373584,19.0054,0.03,126.870,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.615,0.629
,278824.900,1,1,,,15,,,-37.8626788534,144.7422303810,19.1414,0.30,265.778,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.613,0.628
2085,278825.000,1,0,,,15,2019-12-25,05:26:46.999,-37.8626786933,144.7422373894,19.0039,0.02,315.000,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.616,0.631
,278825.000,1,1,,,15,,,-37.8626788536,144.7422303916,19.1448,0.30,266.302,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.615,0.631
2085,278825.100,1,0,,,15,2019-12-25,05:26:47.099,-37.8626786675,144.7422374161,19.0061,0.03,319.764,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.617,0.632
,278825.100,1,1,,,15,,,-37.8626788515,144.7422304038,19.1485,0.30,266.108,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.616,0.632
2085,278825.200,1,0,,,15,2019-12-25,05:26:47.199,-37.8626786567,144.7422374545,19.0002,0.04,140.194,,-0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.619,0.637
,278825.200,1,1,,25,15,,,-37.8626788572,144.7422304278,19.1511,0.30,265.691,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.617,0.635
2085,278825.300,1,0,,,15,2019-12-25,05:26:47.299,-37.8626786376,144.7422374959,18.9966,0.02,45.000,,0.02,,,,,,1.08,2.29,,,,100,0.621,0.640
,278825.300,1,1,,,15,,,-37.8626788564,144.7422304538,19.1543,0.29,266.226,,0.06,-3.9,4.3,152.4,1.4,0.7,0.17,0.28,,,,0,0.619,0.638
2085,278825.400,1,0,,,15,2019-12-25,05:26:47.399,-37.8626786167,144.7422375299,18.9945,0.01,59.036,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.622,0.642
,278825.400,1,1,,,15,,,-37.8626788560,144.7422304829,19.1573,0.30,266.239,,0.06,-3.9,4.3,152.4,,,0.17,0.28,,,,0,0.619,0.640
2085,278825.500,1,0,,,15,2019-12-25,05:26:47.499,-37.8626786214,144.7422375402,18.9886,0.02,220.601,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.620,0.643
,278825.500,1,1,,,15,,,-37.8626788642,144.7422304991,19.1600,0.29,265.830,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.619,0.642
2085,278825.600,1,0,,,15,2019-12-25,05:26:47.599,-37.8626786162,144.7422375640,18.9870,0.01,63.435,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.621,0.644
,278825.600,1,1,,,15,,,-37.8626788638,144.7422305286,19.1626,0.29,266.373,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.618,0.643
2085,278825.700,1,0,,,15,2019-12-25,05:26:47.699,-37.8626786054,144.7422375611,18.9852,0.01,277.125,,-0.01,,,,,,1.08,2.29,,,,100,0.618,0.643
,278825.700,1,1,,31,15,,,-37.8626788653,144.7422305474,19.1651,0.29,265.986,,0.06,-3.9,4.3,152.5,1.4,0.7,0.17,0.28,,,,0,0.616,0.642
2085,278825.800,1,0,,,15,2019-12-25,05:26:47.799,-37.8626786051,144.7422375761,18.9851,0.01,108.435,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.618,0.643
,278825.800,1,1,,,15,,,-37.8626788671,144.7422305764,19.1678,0.29,265.741,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.615,0.642
2085,278825.900,1,0,,,15,2019-12-25,05:26:47.899,-37.8626785892,144.7422375639,18.9874,0.01,236.310,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.614,0.640
,278825.900,1,1,,,15,,,-37.8626788694,144.7422305982,19.1702,0.28,266.706,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.612,0.639
2085,278826.000,1,0,,,15,2019-12-25,05:26:47.999,-37.8626785662,144.7422375578,18.9906,0.02,0.000,,0.02,,,,,,1.08,2.29,,,,100,0.612,0.638
,278826.000,1,1,,,15,,,-37.8626788671,144.7422306232,19.1730,0.29,265.900,,0.06,-3.9,4.3,152.5,1.4,0.7,0.17,0.28,,,,0,0.610,0.636
2085,278826.100,1,0,,,15,2019-12-25,05:26:48.099,-37.8626785622,144.7422375528,18.9878,0.04,165.964,,-0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.609,0.637
,278826.100,1,1,,,15,,,-37.8626788711,144.7422306501,19.1750,0.28,265.270,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.607,0.635
2085,278826.200,1,0,,,15,2019-12-25,05:26:48.199,-37.8626785484,144.7422375209,18.9887,0.03,276.340,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.604,0.632
,278826.200,1,1,,25,15,,,-37.8626788719,144.7422306676,19.1777,0.28,266.033,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.603,0.632
2085,278826.300,1,0,,,15,2019-12-25,05:26:48.299,-37.8626785411,144.7422375073,18.9828,0.01,90.000,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.602,0.632
,278826.300,1,1,,,15,,,-37.8626788727,144.7422306955,19.1798,0.28,266.424,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.599,0.631
2085,278826.400,1,0,,,15,2019-12-25,05:26:48.399,-37.8626785323,144.7422374861,18.9798,0.03,323.973,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.597,0.630
,278826.400,1,1,,,15,,,-37.8626788658,144.7422307156,19.1829,0.28,265.617,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.596,0.629
2085,278826.500,1,0,,,15,2019-12-25,05:26:48.499,-37.8626785285,144.7422374657,18.9729,0.00,333.435,,0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.594,0.630
,278826.500,1,1,,,15,,,-37.8626788637,144.7422307372,19.1851,0.28,265.764,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.592,0.629
2085,278826.600,1,0,,,15,2019-12-25,05:26:48.599,-37.8626785421,144.7422374409,18.9664,0.02,180.000,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.590,0.629
,278826.600,1,1,,,15,,,-37.8626788720,144.7422307590,19.1874,0.28,266.357,,0.06,-3.9,4.3,152.5,,,0.17,0.28,,,,0,0.588,0.628
2085,278826.700,1,0,,,15,2019-12-25,05:26:48.699,-37.8626785364,144.7422374189,18.9570,0.02,90.000,,-0.02,,,,,,1.08,2.29,,,,100,0.586,0.630
,278826.700,1,1,,31,15,,,-37.8626788712,144.7422307829,19.1893,0.28,265.748,,0.06,-3.9,4.3,152.5,1.4,0.7,0.17,0.28,,,,0,0.584,0.628
2085,278826.800,1,0,,,15,2019-12-25,05:26:48.799,-37.8626785241,144.7422374031,18.9519,0.02,105.255,,-0.01,,,,,,1.08,2.29,,,,100,0.582,0.629
,278826.800,1,1,,,15,,,-37.8626788719,144.7422308134,19.1910,0.28,264.710,,0.05,-3.9,4.3,152.5,1.4,0.7,0.17,0.28,,,,0,0.580,0.627
2085,278826.900,1,0,,,15,2019-12-25,05:26:48.899,-37.8626785088,144.7422373759,18.9516,0.02,30.964,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.578,0.625
,278826.900,1,1,,,15,,,-37.8626788686,144.7422308370,19.1926,0.27,265.077,,0.06,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.575,0.624
2085,278827.000,1,0,,,15,2019-12-25,05:26:48.999,-37.8626784989,144.7422373391,18.9517,0.03,270.000,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.572,0.621
,278827.000,1,1,,,15,,,-37.8626788697,144.7422308503,19.1944,0.27,265.668,,0.06,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.571,0.621
2085,278827.100,1,0,,,15,2019-12-25,05:26:49.099,-37.8626785201,144.7422373423,18.9441,0.03,126.254,,-0.03,,,,1.4,0.7,1.08,2.29,,,,100,0.571,0.624
,278827.100,1,1,,,15,,,-37.8626788739,144.7422308829,19.1958,0.27,265.040,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.568,0.622
2085,278827.200,1,0,,,15,2019-12-25,05:26:49.199,-37.8626785199,144.7422373620,18.9305,0.06,75.964,,-0.06,,,,1.4,0.7,1.08,2.29,,,,100,0.570,0.629
,278827.200,1,1,,25,15,,,-37.8626788718,144.7422309167,19.1958,0.27,264.983,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.567,0.626
2085,278827.300,1,0,,,15,2019-12-25,05:26:49.299,-37.8626785229,144.7422373511,18.9265,0.02,262.875,,0.02,,,,,,1.08,2.29,,,,100,0.566,0.627
,278827.300,1,1,,,15,,,-37.8626788737,144.7422309328,19.1968,0.27,265.804,,0.06,-3.9,4.3,152.6,1.4,0.7,0.17,0.28,,,,0,0.565,0.626
2085,278827.400,1,0,,,15,2019-12-25,05:26:49.399,-37.8626785310,144.7422373408,18.9196,0.01,209.055,,0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.564,0.628
,278827.400,1,1,,,15,,,-37.8626788773,144.7422309531,19.1981,0.27,265.584,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.562,0.627
2085,278827.500,1,0,,,15,2019-12-25,05:26:49.499,-37.8626785299,144.7422373272,18.9107,0.01,233.130,,-0.01,,,,1.4,0.7,1.08,2.29,,,,100,0.561,0.630
,278827.500,1,1,,,15,,,-37.8626788778,144.7422309724,19.1987,0.27,264.945,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.559,0.629
2085,278827.600,1,0,,,15,2019-12-25,05:26:49.599,-37.8626785022,144.7422373274,18.9082,0.04,21.801,,0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.559,0.630
,278827.600,1,1,,,15,,,-37.8626788687,144.7422309971,19.1996,0.26,265.772,,0.06,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.557,0.629
2085,278827.700,1,0,,,15,2019-12-25,05:26:49.699,-37.8626785093,144.7422373028,18.8973,0.04,216.254,,-0.04,,,,,,1.08,2.29,,,,100,0.555,0.632
,278827.700,1,1,,31,15,,,-37.8626788753,144.7422310117,19.1997,0.26,265.978,,0.06,-3.9,4.3,152.6,1.4,0.7,0.17,0.28,,,,0,0.554,0.631
2085,278827.800,1,0,,,15,2019-12-25,05:26:49.799,-37.8626785078,144.7422372997,18.8875,0.01,149.036,,0.01,,,,,,1.08,2.29,,,,100,0.554,0.636
,278827.800,1,1,,,15,,,-37.8626788751,144.7422310355,19.2002,0.26,265.739,,0.05,-3.9,4.3,152.6,1.4,0.7,0.17,0.28,,,,0,0.551,0.634
2085,278827.900,1,0,,,15,2019-12-25,05:26:49.899,-37.8626784908,144.7422372793,18.8778,0.03,334.799,,0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.550,0.637
,278827.900,1,1,,,15,,,-37.8626788658,144.7422310501,19.2003,0.26,266.125,,0.06,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.548,0.636
2085,278828.000,1,0,,,15,2019-12-25,05:26:49.999,-37.8626785020,144.7422372899,18.8610,0.02,122.735,,-0.02,,,,1.4,0.7,1.08,2.29,,,,100,0.549,0.646
,278828.000,1,1,,,15,,,-37.8626788686,144.7422310810,19.2000,0.26,265.914,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.547,0.643
2085,278828.100,1,0,,,15,2019-12-25,05:26:50.099,-37.8626785094,144.7422372812,18.8460,0.01,230.194,,-0.00,,,,1.4,0.7,1.08,2.29,,,,100,0.546,0.651
,278828.100,1,1,,,15,,,-37.8626788686,144.7422311001,19.1997,0.26,265.462,,0.05,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.544,0.649
2085,278828.200,1,0,,,15,2019-12-25,05:26:50.199,-37.8626785118,144.7422372855,18.8268,0.04,66.801,,-0.04,,,,1.4,0.7,1.08,2.29,,,,100,0.544,0.660
,278828.200,1,1,,25,15,,,-37.8626788672,144.7422311245,19.1983,0.25,266.063,,0.06,-3.9,4.3,152.6,,,0.17,0.28,,,,0,0.542,0.657
