GPS Week,GPS TOW [s],Pos Mode,INS Mode,Hdg Mode,SVs Tracked,SVs Used,UTC Date,UTC Time,Lat [deg],Lon [deg],Alt Ellips [m],SOG [m/s],COG [deg],Hdg [deg],Vert Vel [m/s],Roll [deg],Pitch [deg],Yaw [deg],PDOP,HDOP,EHPE [m],EVPE [m],Baseline 2D [m],Baseline 3D [m],Corr. Age [s],Delta TOW [ms],2D Delta Pos [m],3D Delta Pos [m]
2085,278969.000,1,0,,,15,2019-12-25,05:29:10.999,-37.8663617761,144.7503358739,16.1477,6.22,111.345,,0.06,,,,1.4,0.7,1.08,2.28,,,,100,0.741,1.140
,278969.000,1,1,,26,15,,,-37.8663606677,144.7503497242,15.2929,6.81,114.602,,0.01,-4.6,1.9,83.8,,,0.18,0.27,,,,0,1.222,1.491
2085,278969.100,1,0,,,15,2019-12-25,05:29:11.099,-37.8663640915,144.7503421593,16.1551,6.11,114.824,,0.10,,,,1.4,0.7,1.08,2.28,,,,100,0.765,1.153
,278969.100,1,1,,,15,,,-37.8663631950,144.7503559733,15.3062,6.73,117.944,,0.01,-4.6,2.1,87.4,,,0.18,0.27,,,,0,1.217,1.484
2085,278969.200,1,0,,,15,2019-12-25,05:29:11.199,-37.8663667421,144.7503481669,16.1539,6.03,118.820,,0.03,,,,1.4,0.7,1.08,2.28,,,,100,0.791,1.159
,278969.200,1,1,,,15,,,-37.8663660185,144.7503619220,15.3175,6.63,121.668,,-0.01,-4.7,2.4,90.9,,,0.18,0.27,,,,0,1.210,1.471
2085,278969.300,1,0,,,15,2019-12-25,05:29:11.299,-37.8663696008,144.7503539879,16.1594,6.02,121.579,,0.11,,,,1.4,0.7,1.08,2.28,,,,100,0.802,1.163
,278969.300,1,1,,,15,,,-37.8663691161,144.7503676227,15.3306,6.55,125.057,,0.04,-4.7,2.7,94.3,,,0.18,0.27,,,,0,1.198,1.457
2085,278969.400,1,0,,,15,2019-12-25,05:29:11.399,-37.8663727794,144.7503595596,16.1712,6.02,125.452,,0.17,,,,1.4,0.7,1.08,2.28,,,,100,0.817,1.172
,278969.400,1,1,,,15,,,-37.8663724847,144.7503730316,15.3492,6.50,128.613,,0.07,-4.7,2.9,97.7,,,0.18,0.27,,,,0,1.183,1.441
2085,278969.500,1,0,,,15,2019-12-25,05:29:11.499,-37.8663762435,144.7503648616,16.1847,6.03,129.247,,0.17,,,,1.4,0.7,1.08,2.28,,,,100,0.830,1.178
,278969.500,1,1,,32,15,,,-37.8663761200,144.7503781439,15.3693,6.46,132.072,,0.08,-4.6,3.2,101.2,,,0.18,0.27,,,,0,1.166,1.423
2085,278969.600,1,0,,,15,2019-12-25,05:29:11.599,-37.8663799662,144.7503699378,16.1914,6.06,132.558,,0.10,,,,,,1.08,2.28,,,,100,0.838,1.174
,278969.600,1,1,,,15,,,-37.8663800070,144.7503829694,15.3870,6.44,135.723,,0.05,-4.5,3.5,104.6,1.4,0.7,0.18,0.27,,,,0,1.144,1.398
2085,278969.700,1,0,,,15,2019-12-25,05:29:11.699,-37.8663839163,144.7503747654,16.1962,6.07,135.661,,0.07,,,,,,1.08,2.28,,,,100,0.841,1.167
,278969.700,1,1,,,15,,,-37.8663841294,144.7503875004,15.4029,6.44,139.223,,0.04,-4.3,3.6,108.0,1.4,0.7,0.18,0.27,,,,0,1.118,1.371
2085,278969.800,1,0,,,15,2019-12-25,05:29:11.799,-37.8663881653,144.7503793369,16.2107,6.19,139.374,,0.16,,,,1.4,0.7,1.08,2.28,,,,100,0.846,1.169
,278969.800,1,1,,,15,,,-37.8663885364,144.7503917494,15.4180,6.47,142.762,,-0.00,-4.0,3.6,111.4,,,0.18,0.27,,,,0,1.090,1.348
2085,278969.900,1,0,,,15,2019-12-25,05:29:11.899,-37.8663926563,144.7503837399,16.2181,6.29,141.924,,0.11,,,,1.4,0.7,1.08,2.28,,,,100,0.839,1.159
,278969.900,1,1,,,15,,,-37.8663931812,144.7503957377,15.4290,6.51,146.142,,-0.03,-3.9,3.4,114.8,,,0.18,0.27,,,,0,1.055,1.317
2085,278970.000,1,0,,,15,2019-12-25,05:29:11.999,-37.8663973439,144.7503877778,16.2189,6.27,145.398,,0.06,,,,1.4,0.7,1.08,2.28,,,,100,0.838,1.152
,278970.000,1,1,,26,15,,,-37.8663980388,144.7503993850,15.4377,6.56,149.739,,-0.05,-3.6,3.2,118.2,,,0.18,0.27,,,,0,1.022,1.286
2085,278970.100,1,0,,,15,2019-12-25,05:29:12.099,-37.8664022995,144.7503915575,16.2313,6.41,148.601,,0.19,,,,,,1.08,2.28,,,,100,0.835,1.152
,278970.100,1,1,,,15,,,-37.8664031400,144.7504027230,15.4459,6.63,153.064,,-0.07,-3.4,3.1,121.6,1.4,0.7,0.18,0.27,,,,0,0.985,1.259
2085,278970.200,1,0,,,15,2019-12-25,05:29:12.199,-37.8664074977,144.7503949847,16.2310,6.49,152.227,,0.05,,,,1.4,0.7,1.08,2.28,,,,100,0.834,1.146
,278970.200,1,1,,,15,,,-37.8664084451,144.7504057337,15.4498,6.71,156.508,,-0.11,-3.3,2.9,124.9,,,0.18,0.27,,,,0,0.949,1.230
2085,278970.300,1,0,,,15,2019-12-25,05:29:12.299,-37.8664128141,144.7503981141,16.2298,6.50,154.824,,0.04,,,,1.4,0.7,1.08,2.28,,,,100,0.827,1.137
,278970.300,1,1,,,15,,,-37.8664139204,144.7504084132,15.4503,6.79,159.835,,-0.16,-3.3,2.7,128.2,,,0.18,0.27,,,,0,0.912,1.200
2085,278970.400,1,0,,,15,2019-12-25,05:29:12.399,-37.8664184219,144.7504009835,16.2231,6.70,157.773,,-0.04,,,,1.4,0.7,1.08,2.28,,,,100,0.822,1.128
,278970.400,1,1,,,15,,,-37.8664196358,144.7504107856,15.4466,6.89,163.129,,-0.18,-3.2,2.5,131.5,,,0.18,0.27,,,,0,0.871,1.167
2085,278970.500,1,0,,,15,2019-12-25,05:29:12.499,-37.8664243163,144.7504034509,16.2153,6.88,161.565,,-0.06,,,,1.4,0.7,1.08,2.28,,,,100,0.828,1.130
,278970.500,1,1,,32,15,,,-37.8664255814,144.7504127640,15.4415,6.98,166.693,,-0.19,-3.1,2.4,134.8,,,0.18,0.27,,,,0,0.830,1.134
2085,278970.600,1,0,,,15,2019-12-25,05:29:12.599,-37.8664302964,144.7504054906,16.2083,6.86,164.706,,-0.06,,,,,,1.08,2.28,,,,100,0.826,1.127
,278970.600,1,1,,,15,,,-37.8664316607,144.7504143242,15.4364,7.07,170.032,,-0.19,-2.9,2.1,138.1,1.4,0.7,0.18,0.27,,,,0,0.790,1.105
2085,278970.700,1,0,,,15,2019-12-25,05:29:12.699,-37.8664364367,144.7504070764,16.2155,6.95,168.300,,0.04,,,,1.4,0.7,1.08,2.28,,,,100,0.829,1.137
,278970.700,1,1,,,15,,,-37.8664378876,144.7504154521,15.4287,7.16,173.290,,-0.28,-2.8,1.9,141.3,,,0.18,0.27,,,,0,0.753,1.089
2085,278970.800,1,0,,,15,2019-12-25,05:29:12.799,-37.8664427457,144.7504084366,16.2029,7.09,170.168,,-0.15,,,,1.4,0.7,1.08,2.28,,,,100,0.819,1.127
,278970.800,1,1,,,15,,,-37.8664442637,144.7504162703,15.4123,7.24,176.323,,-0.33,-2.8,1.7,144.5,,,0.18,0.27,,,,0,0.708,1.061
2085,278970.900,1,0,,,15,2019-12-25,05:29:12.899,-37.8664491805,144.7504093259,16.1851,7.16,173.651,,-0.19,,,,1.4,0.7,1.08,2.28,,,,100,0.819,1.126
,278970.900,1,1,,,15,,,-37.8664507370,144.7504166452,15.3944,7.31,179.466,,-0.30,-2.6,1.4,147.5,,,0.18,0.27,,,,0,0.665,1.033
2085,278971.000,1,0,,,15,2019-12-25,05:29:12.999,-37.8664557292,144.7504096687,16.1815,7.25,177.541,,-0.06,,,,1.4,0.7,1.08,2.28,,,,100,0.827,1.141
,278971.000,1,1,,27,15,,,-37.8664572910,144.7504165424,15.3807,7.39,182.413,,-0.29,-2.3,1.3,150.5,,,0.18,0.27,,,,0,0.628,1.018
2085,278971.100,1,0,,,15,2019-12-25,05:29:13.099,-37.8664624455,144.7504097139,16.1612,7.30,179.717,,-0.20,,,,1.5,0.8,1.08,2.28,,,,100,0.829,1.139
,278971.100,1,1,,,15,,,-37.8664639137,144.7504161033,15.3634,7.49,185.176,,-0.34,-2.2,1.2,153.3,,,0.18,0.27,,,,0,0.584,0.989
2085,278971.200,1,0,,,15,2019-12-25,05:29:13.199,-37.8664692596,144.7504094932,16.1448,7.40,181.572,,-0.17,,,,1.5,0.8,1.08,2.28,,,,100,0.831,1.140
,278971.200,1,1,,,15,,,-37.8664706164,144.7504153608,15.3443,7.57,187.486,,-0.34,-2.3,1.2,156.1,,,0.18,0.27,,,,0,0.537,0.964
2085,278971.300,1,0,,,15,2019-12-25,05:29:13.299,-37.8664760949,144.7504088261,16.1206,7.48,184.637,,-0.24,,,,1.5,0.8,1.08,2.28,,,,100,0.837,1.141
,278971.300,1,1,,,15,,,-37.8664773495,144.7504142078,15.3250,7.62,190.205,,-0.33,-2.1,1.2,158.6,,,0.18,0.27,,,,0,0.493,0.936
2085,278971.400,1,0,,,15,2019-12-25,05:29:13.399,-37.8664829059,144.7504076643,16.0979,7.62,187.769,,-0.25,,,,1.4,0.7,1.08,2.28,,,,100,0.844,1.144
,278971.400,1,1,,,15,,,-37.8664841017,144.7504125369,15.3038,7.69,192.664,,-0.35,-1.7,1.2,161.1,,,0.18,0.27,,,,0,0.448,0.912
2085,278971.500,1,0,,,15,2019-12-25,05:29:13.499,-37.8664897019,144.7504062027,16.0810,7.64,189.704,,-0.18,,,,1.4,0.7,1.08,2.28,,,,100,0.835,1.141
,278971.500,1,1,,33,15,,,-37.8664908679,144.7504106139,15.2833,7.78,194.705,,-0.37,-1.5,1.3,163.4,,,0.18,0.27,,,,0,0.408,0.896
2085,278971.600,1,0,,,15,2019-12-25,05:29:13.599,-37.8664965309,144.7504045196,16.0614,7.70,191.098,,-0.20,,,,,,1.08,2.28,,,,100,0.826,1.135
,278971.600,1,1,,,15,,,-37.8664976672,144.7504084963,15.2630,7.86,196.351,,-0.34,-1.3,1.4,165.5,1.4,0.7,0.18,0.27,,,,0,0.371,0.880
2085,278971.700,1,0,,,15,2019-12-25,05:29:13.699,-37.8665034384,144.7504024766,16.0360,7.84,193.153,,-0.28,,,,1.4,0.7,1.08,2.28,,,,100,0.831,1.135
,278971.700,1,1,,,15,,,-37.8665045067,144.7504060823,15.2422,7.95,197.931,,-0.35,-1.2,1.6,167.3,,,0.18,0.27,,,,0,0.338,0.863
2085,278971.800,1,0,,,15,2019-12-25,05:29:13.799,-37.8665103266,144.7504002427,16.0203,7.87,194.403,,-0.16,,,,1.4,0.7,1.08,2.28,,,,100,0.826,1.135
,278971.800,1,1,,,15,,,-37.8665113518,144.7504034731,15.2248,8.02,198.919,,-0.31,-1.1,1.8,168.8,,,0.18,0.27,,,,0,0.306,0.852
2085,278971.900,1,0,,,15,2019-12-25,05:29:13.899,-37.8665173019,144.7503978127,16.0060,8.03,195.435,,-0.16,,,,1.4,0.7,1.08,2.28,,,,100,0.827,1.138
,278971.900,1,1,,,15,,,-37.8665182675,144.7504006910,15.2091,8.12,199.620,,-0.30,-1.1,2.1,170.1,,,0.18,0.27,,,,0,0.275,0.843
2085,278972.000,1,0,,,15,2019-12-25,05:29:13.999,-37.8665243304,144.7503951641,15.9865,8.15,196.672,,-0.23,,,,1.4,0.7,1.08,2.28,,,,100,0.831,1.138
,278972.000,1,1,,27,15,,,-37.8665252336,144.7503977311,15.1918,8.20,200.192,,-0.32,-0.9,2.3,171.0,,,0.18,0.27,,,,0,0.247,0.832
2085,278972.100,1,0,,,15,2019-12-25,05:29:14.099,-37.8665315003,144.7503923941,15.9846,8.31,197.032,,-0.08,,,,,,1.08,2.28,,,,100,0.840,1.155
,278972.100,1,1,,,15,,,-37.8665322879,144.7503946945,15.1767,8.28,200.319,,-0.29,-0.8,2.5,171.6,1.4,0.7,0.18,0.27,,,,0,0.220,0.837
2085,278972.200,1,0,,,15,2019-12-25,05:29:14.199,-37.8665387993,144.7503895760,15.9786,8.46,197.020,,-0.10,,,,1.4,0.7,1.08,2.28,,,,100,0.852,1.170
,278972.200,1,1,,,15,,,-37.8665394597,144.7503916248,15.1651,8.41,200.146,,-0.24,-0.6,2.7,172.0,,,0.18,0.27,,,,0,0.194,0.836
2085,278972.300,1,0,,,15,2019-12-25,05:29:14.299,-37.8665461802,144.7503866917,15.9633,8.58,197.178,,-0.18,,,,1.4,0.7,1.08,2.28,,,,100,0.864,1.176
,278972.300,1,1,,,15,,,-37.8665467451,144.7503885101,15.1526,8.50,199.938,,-0.26,-0.4,2.9,172.0,,,0.18,0.27,,,,0,0.172,0.829
2085,278972.400,1,0,,,15,2019-12-25,05:29:14.399,-37.8665536320,144.7503837875,15.9458,8.68,197.165,,-0.19,,,,1.4,0.7,1.08,2.28,,,,100,0.871,1.178
,278972.400,1,1,,,15,,,-37.8665541350,144.7503853795,15.1390,8.62,199.590,,-0.25,-0.2,3.2,171.8,,,0.18,0.27,,,,0,0.151,0.821
2085,278972.500,1,0,,,15,2019-12-25,05:29:14.499,-37.8665612595,144.7503809138,15.9336,8.87,196.607,,-0.11,,,,1.4,0.7,1.08,2.28,,,,100,0.884,1.189
,278972.500,1,1,,33,15,,,-37.8665617142,144.7503822710,15.1292,8.78,199.141,,-0.22,-0.0,3.3,171.5,,,0.18,0.27,,,,0,0.129,0.815
2085,278972.600,1,0,,,15,2019-12-25,05:29:14.599,-37.8665690595,144.7503780432,15.9314,9.04,196.160,,-0.06,,,,1.4,0.7,1.08,2.28,,,,100,0.897,1.203
,278972.600,1,1,,,15,,,-37.8665694695,144.7503791846,15.1167,8.92,198.746,,-0.33,0.1,3.4,171.1,,,0.18,0.27,,,,0,0.110,0.822
2085,278972.700,1,0,,,15,2019-12-25,05:29:14.699,-37.8665770470,144.7503752788,15.9149,9.23,195.147,,-0.21,,,,1.4,0.7,1.08,2.28,,,,100,0.910,1.210
,278972.700,1,1,,,15,,,-37.8665773451,144.7503762162,15.0939,9.09,198.174,,-0.35,0.1,3.2,170.6,,,0.18,0.27,,,,0,0.089,0.826
2085,278972.800,1,0,,,15,2019-12-25,05:29:14.799,-37.8665852250,144.7503724495,15.9070,9.44,195.102,,-0.13,,,,1.4,0.7,1.08,2.28,,,,100,0.937,1.240
,278972.800,1,1,,,15,,,-37.8665853937,144.7503732237,15.0767,9.25,198.068,,-0.29,0.3,2.9,170.2,,,0.18,0.27,,,,0,0.071,0.833
2085,278972.900,1,0,,,15,2019-12-25,05:29:14.899,-37.8665934533,144.7503696765,15.9045,9.47,194.737,,-0.10,,,,1.4,0.7,1.08,2.28,,,,100,0.949,1.259
,278972.900,1,1,,,15,,,-37.8665935428,144.7503702533,15.0655,9.43,197.557,,-0.24,0.3,3.0,169.8,,,0.18,0.27,,,,0,0.052,0.841
2085,278973.000,1,0,,,15,2019-12-25,05:29:14.999,-37.8666017416,144.7503669403,15.8930,9.54,194.462,,-0.18,,,,1.4,0.7,1.08,2.28,,,,100,0.957,1.265
,278973.000,1,1,,27,15,,,-37.8666018081,144.7503673078,15.0582,9.59,197.133,,-0.17,0.1,3.5,169.3,,,0.18,0.27,,,,0,0.033,0.835
2085,278973.100,1,0,,,15,2019-12-25,05:29:15.099,-37.8666102093,144.7503643187,15.8919,9.70,193.562,,-0.11,,,,1.4,0.7,1.08,2.28,,,,100,0.970,1.279
,278973.100,1,1,,,15,,,-37.8666102416,144.7503644471,15.0570,9.74,196.619,,-0.16,-0.2,4.0,168.8,,,0.18,0.27,,,,0,0.012,0.835
2085,278973.200,1,0,,,15,2019-12-25,05:29:15.199,-37.8666189384,144.7503617845,15.8987,9.97,192.761,,-0.04,,,,1.4,0.7,1.08,2.28,,,,100,0.995,1.303
,278973.200,1,1,,,15,,,-37.8666188914,144.7503616839,15.0574,9.88,195.890,,-0.13,-0.4,4.1,168.2,,,0.18,0.27,,,,0,0.010,0.841
2085,278973.300,1,0,,,15,2019-12-25,05:29:15.299,-37.8666278917,144.7503592330,15.9110,10.23,192.482,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,1.024,1.333
,278973.300,1,1,,,15,,,-37.8666277343,144.7503589599,15.0575,10.01,195.334,,-0.15,-0.4,3.9,167.6,,,0.18,0.27,,,,0,0.030,0.854
2085,278973.400,1,0,,,15,2019-12-25,05:29:15.399,-37.8666369407,144.7503568183,15.9139,10.31,191.673,,-0.09,,,,1.4,0.7,1.08,2.28,,,,100,1.041,1.348
,278973.400,1,1,,,15,,,-37.8666367023,144.7503563447,15.0562,10.16,194.694,,-0.16,-0.5,3.8,166.9,,,0.18,0.27,,,,0,0.049,0.859
2085,278973.500,1,0,,,15,2019-12-25,05:29:15.499,-37.8666461276,144.7503545012,15.9269,10.43,191.042,,-0.03,,,,,,1.08,2.28,,,,100,1.060,1.372
,278973.500,1,1,,33,15,,,-37.8666458138,144.7503538290,15.0562,10.30,194.039,,-0.15,-0.6,3.6,166.3,1.4,0.7,0.18,0.27,,,,0,0.069,0.873
2085,278973.600,1,0,,,15,2019-12-25,05:29:15.599,-37.8666554156,144.7503522741,15.9353,10.52,190.537,,-0.02,,,,,,1.08,2.28,,,,100,1.076,1.390
,278973.600,1,1,,,15,,,-37.8666550368,144.7503513986,15.0609,10.42,193.424,,-0.07,-0.6,3.8,165.6,1.4,0.7,0.18,0.27,,,,0,0.088,0.879
2085,278973.700,1,0,,,15,2019-12-25,05:29:15.699,-37.8666648304,144.7503501132,15.9465,10.63,190.051,,0.02,,,,1.4,0.7,1.08,2.28,,,,100,1.095,1.408
,278973.700,1,1,,,15,,,-37.8666643831,144.7503490564,15.0721,10.54,192.746,,-0.01,-0.7,4.1,164.8,,,0.18,0.27,,,,0,0.105,0.881
2085,278973.800,1,0,,,15,2019-12-25,05:29:15.799,-37.8666743393,144.7503481163,15.9591,10.70,189.261,,0.06,,,,1.4,0.7,1.08,2.28,,,,100,1.110,1.421
,278973.800,1,1,,,15,,,-37.8666738353,144.7503468569,15.0886,10.63,191.961,,0.04,-0.7,4.4,164.1,,,0.18,0.27,,,,0,0.124,0.879
2085,278973.900,1,0,,,15,2019-12-25,05:29:15.899,-37.8666840194,144.7503461849,15.9668,10.89,188.737,,0.01,,,,1.4,0.7,1.08,2.28,,,,100,1.134,1.434
,278973.900,1,1,,,15,,,-37.8666834331,144.7503447611,15.1070,10.73,191.261,,0.07,-0.5,4.6,163.3,,,0.18,0.27,,,,0,0.141,0.871
2085,278974.000,1,0,,,15,2019-12-25,05:29:15.999,-37.8666938395,144.7503443640,15.9868,11.03,188.068,,0.12,,,,1.4,0.7,1.08,2.28,,,,100,1.158,1.454
,278974.000,1,1,,27,15,,,-37.8666931549,144.7503428004,15.1294,10.82,190.477,,0.10,-0.3,4.8,162.4,,,0.18,0.27,,,,0,0.157,0.872
2085,278974.100,1,0,,,15,2019-12-25,05:29:16.099,-37.8667037552,144.7503427124,15.9963,11.11,187.322,,0.05,,,,,,1.08,2.28,,,,100,1.179,1.463
,278974.100,1,1,,,15,,,-37.8667029772,144.7503409859,15.1500,10.92,189.761,,0.05,-0.1,4.9,161.6,1.4,0.7,0.18,0.27,,,,0,0.174,0.864
2085,278974.200,1,0,,,15,2019-12-25,05:29:16.199,-37.8667137955,144.7503411528,16.0082,11.23,186.809,,0.07,,,,1.4,0.7,1.08,2.28,,,,100,1.203,1.478
,278974.200,1,1,,,15,,,-37.8667129085,144.7503392833,15.1654,11.00,189.154,,0.00,0.4,4.9,160.9,,,0.18,0.27,,,,0,0.191,0.864
2085,278974.300,1,0,,,15,2019-12-25,05:29:16.299,-37.8667239404,144.7503397414,16.0190,11.34,186.150,,0.11,,,,1.4,0.7,1.08,2.28,,,,100,1.227,1.495
,278974.300,1,1,,,15,,,-37.8667229196,144.7503376600,15.1790,11.11,188.528,,-0.01,1.0,4.7,160.1,,,0.18,0.27,,,,0,0.215,0.867
2085,278974.400,1,0,,,15,2019-12-25,05:29:16.399,-37.8667341405,144.7503385365,16.0201,11.38,185.186,,-0.00,,,,1.4,0.7,1.08,2.28,,,,100,1.250,1.507
,278974.400,1,1,,,15,,,-37.8667330217,144.7503362026,15.1912,11.21,187.895,,-0.00,1.3,4.8,159.5,,,0.18,0.27,,,,0,0.240,0.863
2085,278974.500,1,0,,,15,2019-12-25,05:29:16.499,-37.8667444090,144.7503374820,16.0131,11.45,184.558,,-0.08,,,,,,1.08,2.28,,,,100,1.271,1.514
,278974.500,1,1,,33,15,,,-37.8667432000,144.7503348435,15.2052,11.29,187.290,,0.04,1.6,5.1,158.8,1.4,0.7,0.18,0.27,,,,0,0.268,0.851
2085,278974.600,1,0,,,15,2019-12-25,05:29:16.599,-37.8667547173,144.7503366299,16.0043,11.50,183.726,,-0.03,,,,,,1.08,2.28,,,,100,1.290,1.518
,278974.600,1,1,,,15,,,-37.8667534609,144.7503336447,15.2261,11.38,186.752,,0.14,1.7,5.5,158.1,1.4,0.7,0.18,0.27,,,,0,0.297,0.833
2085,278974.700,1,0,,,15,2019-12-25,05:29:16.699,-37.8667651022,144.7503358946,16.0108,11.57,183.325,,0.14,,,,1.4,0.7,1.08,2.29,,,,100,1.309,1.527
,278974.700,1,1,,,15,,,-37.8667638005,144.7503325552,15.2542,11.46,186.273,,0.15,1.7,5.8,157.5,,,0.18,0.27,,,,0,0.327,0.824
2085,278974.800,1,0,,,15,2019-12-25,05:29:16.799,-37.8667755371,144.7503354914,16.0180,11.61,181.867,,0.16,,,,1.4,0.7,1.08,2.29,,,,100,1.330,1.534
,278974.800,1,1,,,15,,,-37.8667742104,144.7503316830,15.2854,11.53,185.653,,0.20,1.3,6.1,156.9,,,0.18,0.27,,,,0,0.365,0.819
2085,278974.900,1,0,,,15,2019-12-25,05:29:16.899,-37.8667861055,144.7503353046,16.0248,11.74,180.864,,0.15,,,,1.4,0.7,1.08,2.29,,,,100,1.360,1.548
,278974.900,1,1,,,15,,,-37.8667847181,144.7503309994,15.3154,11.59,185.047,,0.13,0.9,6.1,156.3,,,0.18,0.27,,,,0,0.408,0.819
2085,278975.000,1,0,,,15,2019-12-25,05:29:16.999,-37.8667968757,144.7503352219,16.0333,11.95,180.374,,0.14,,,,,,1.08,2.29,,,,100,1.402,1.575
,278975.000,1,1,,27,15,,,-37.8667953461,144.7503304485,15.3381,11.67,184.541,,0.09,0.6,5.5,155.8,1.4,0.7,0.18,0.27,,,,0,0.452,0.829
2085,278975.100,1,0,,,15,2019-12-25,05:29:17.099,-37.8668077338,144.7503353227,16.0267,12.03,179.595,,0.00,,,,,,1.08,2.29,,,,100,1.442,1.598
,278975.100,1,1,,,15,,,-37.8668060582,144.7503300551,15.3571,11.76,183.984,,0.05,0.3,4.9,155.2,1.4,0.7,0.18,0.27,,,,0,0.499,0.835
2085,278975.200,1,0,,,15,2019-12-25,05:29:17.199,-37.8668185465,144.7503352499,16.0548,11.99,180.225,,0.32,,,,1.4,0.7,1.08,2.29,,,,100,1.462,1.620
,278975.200,1,1,,,15,,,-37.8668168010,144.7503296716,15.3726,11.84,183.603,,-0.06,0.2,4.6,154.7,,,0.18,0.27,,,,0,0.527,0.862
2085,278975.300,1,0,,,15,2019-12-25,05:29:17.299,-37.8668294995,144.7503353405,16.0527,12.15,179.566,,0.03,,,,1.4,0.7,1.08,2.29,,,,100,1.497,1.644
,278975.300,1,1,,,15,,,-37.8668276487,144.7503294239,15.3796,11.92,183.031,,-0.03,0.2,4.3,154.2,,,0.18,0.27,,,,0,0.559,0.875
2085,278975.400,1,0,,,15,2019-12-25,05:29:17.399,-37.8668405582,144.7503354795,16.0451,12.27,179.351,,-0.05,,,,1.4,0.7,1.08,2.29,,,,100,1.531,1.669
,278975.400,1,1,,,15,,,-37.8668385915,144.7503292679,15.3903,12.01,182.664,,0.00,0.5,4.2,153.6,,,0.18,0.27,,,,0,0.587,0.880
2085,278975.500,1,0,,,15,2019-12-25,05:29:17.499,-37.8668515760,144.7503358030,16.0284,12.24,178.534,,-0.18,,,,,,1.08,2.29,,,,100,1.554,1.680
,278975.500,1,1,,33,15,,,-37.8668495721,144.7503292649,15.4024,12.09,182.077,,0.07,0.4,4.5,153.1,1.4,0.7,0.18,0.27,,,,0,0.616,0.878
2085,278975.600,1,0,,,15,2019-12-25,05:29:17.599,-37.8668625818,144.7503362145,16.0231,12.23,178.191,,-0.04,,,,,,1.08,2.29,,,,100,1.570,1.688
,278975.600,1,1,,,15,,,-37.8668605875,144.7503293805,15.4234,12.13,181.597,,0.12,0.4,4.9,152.5,1.4,0.7,0.18,0.27,,,,0,0.640,0.877
2085,278975.700,1,0,,,15,2019-12-25,05:29:17.699,-37.8668737282,144.7503368308,16.0260,12.39,177.266,,-0.01,,,,1.5,0.7,1.08,2.29,,,,100,1.601,1.710
,278975.700,1,1,,,15,,,-37.8668717032,144.7503297463,15.4443,12.19,181.044,,0.09,0.3,4.9,151.9,,,0.18,0.27,,,,0,0.661,0.881
2085,278975.800,1,0,,,15,2019-12-25,05:29:17.799,-37.8668849391,144.7503375308,16.0563,12.49,177.231,,0.37,,,,1.5,0.7,1.08,2.29,,,,100,1.623,1.734
,278975.800,1,1,,,15,,,-37.8668828570,144.7503301126,15.4672,12.25,180.397,,0.11,0.0,4.7,151.4,,,0.18,0.27,,,,0,0.691,0.908
2085,278975.900,1,0,,,15,2019-12-25,05:29:17.899,-37.8668961882,144.7503385271,16.0529,12.54,176.017,,0.02,,,,1.5,0.7,1.08,2.29,,,,100,1.656,1.757
,278975.900,1,1,,,15,,,-37.8668940628,144.7503306646,15.4867,12.32,179.893,,0.04,-0.2,4.6,150.8,,,0.18,0.27,,,,0,0.730,0.923
2085,278976.000,1,0,,,15,2019-12-25,05:29:17.999,-37.8669075519,144.7503397840,16.0366,12.67,174.931,,-0.13,,,,,,1.08,2.29,,,,100,1.700,1.787
,278976.000,1,1,,27,15,,,-37.8669053411,144.7503314203,15.4975,12.37,179.273,,0.01,-0.4,4.3,150.3,1.5,0.7,0.18,0.27,,,,0,0.774,0.943
2085,278976.100,1,0,,,15,2019-12-25,05:29:18.099,-37.8669189699,144.7503410125,16.0295,12.72,175.102,,-0.01,,,,,,1.08,2.29,,,,100,1.734,1.813
,278976.100,1,1,,,15,,,-37.8669166738,144.7503322637,15.5099,12.45,178.803,,0.04,-0.4,4.0,149.7,1.5,0.7,0.18,0.27,,,,0,0.809,0.962
2085,278976.200,1,0,,,15,2019-12-25,05:29:18.199,-37.8669303694,144.7503422832,16.0277,12.70,174.865,,0.03,,,,1.5,0.7,1.08,2.29,,,,100,1.759,1.833
,278976.200,1,1,,,15,,,-37.8669280515,144.7503332281,15.5266,12.51,178.277,,0.12,-0.5,4.1,149.1,,,0.18,0.27,,,,0,0.836,0.974
2085,278976.300,1,0,,,15,2019-12-25,05:29:18.299,-37.8669418140,144.7503435841,16.0289,12.74,174.703,,0.04,,,,1.5,0.7,1.08,2.29,,,,100,1.780,1.849
,278976.300,1,1,,,15,,,-37.8669395023,144.7503342966,15.5460,12.56,177.814,,0.07,-0.4,4.3,148.6,,,0.18,0.27,,,,0,0.855,0.982
2085,278976.400,1,0,,,15,2019-12-25,05:29:18.399,-37.8669534083,144.7503451359,16.0169,12.92,173.743,,-0.11,,,,1.5,0.7,1.08,2.29,,,,100,1.816,1.876
,278976.400,1,1,,,15,,,-37.8669510596,144.7503355619,15.5651,12.61,177.254,,0.18,-0.2,4.4,148.0,,,0.18,0.27,,,,0,0.880,0.989
2085,278976.500,1,0,,,15,2019-12-25,05:29:18.499,-37.8669650307,144.7503467932,16.0186,12.95,173.446,,0.07,,,,,,1.08,2.29,,,,100,1.840,1.895
